AUC,AUCPR,BinaryAccuracy,F1,FalseNegatives,FalsePositives,Precision,Recall,TrueNegatives,TruePositives,loss,val_AUC,val_AUCPR,val_BinaryAccuracy,val_F1,val_FalseNegatives,val_FalsePositives,val_Precision,val_Recall,val_TrueNegatives,val_TruePositives,val_loss
0.7373364567756653,0.1874854862689972,0.9225521087646484,0.026035495102405548,4746.0,192.0,0.25581395626068115,0.013715710490942001,58755.0,66.0,0.2714774012565613,0.809715986251831,0.21650557219982147,0.9400352835655212,0.20094004273414612,1005.0,355.0,0.3250950574874878,0.14540816843509674,21149.0,171.0,0.20453380048274994
0.8133857250213623,0.30148017406463623,0.9202151894569397,0.2702624499797821,3870.0,1217.0,0.43631312251091003,0.1957605928182602,57730.0,942.0,0.23336905241012573,0.8201672434806824,0.2178490310907364,0.9416225552558899,0.18069304525852203,1030.0,294.0,0.33181819319725037,0.12414965778589249,21210.0,146.0,0.1937316358089447
0.8375539183616638,0.35731348395347595,0.9233676791191101,0.3406207263469696,3550.0,1336.0,0.4857582747936249,0.2622610032558441,57611.0,1262.0,0.216996967792511,0.8346990942955017,0.24033957719802856,0.9417989253997803,0.22169806063175201,988.0,332.0,0.36153846979141235,0.15986394882202148,21172.0,188.0,0.18632034957408905
0.864995002746582,0.4427596628665924,0.9264888167381287,0.43686166405677795,2994.0,1693.0,0.5178012251853943,0.3778054714202881,57254.0,1818.0,0.19628779590129852,0.8704507350921631,0.3516958951950073,0.9361552000045776,0.3833048939704895,726.0,722.0,0.3839590549468994,0.38265305757522583,20782.0,450.0,0.1702810525894165
0.8901941180229187,0.5404618978500366,0.934550404548645,0.5101537704467773,2639.0,1534.0,0.5861883163452148,0.45157939195632935,57413.0,2173.0,0.17462395131587982,0.8909448385238647,0.44253358244895935,0.9375220537185669,0.4597788453102112,573.0,844.0,0.4167242646217346,0.5127550959587097,20660.0,603.0,0.15755191445350647
0.902642011642456,0.5925523638725281,0.9393967986106873,0.5563719272613525,2389.0,1475.0,0.6216008067131042,0.5035328269004822,57472.0,2423.0,0.1617845743894577,0.8940979242324829,0.46207094192504883,0.950264573097229,0.43259555101394653,746.0,382.0,0.5295566320419312,0.36564627289772034,21122.0,430.0,0.14326933026313782
0.9119337201118469,0.6246896982192993,0.9422983527183533,0.5839646458625793,2230.0,1449.0,0.640535831451416,0.5365752577781677,57498.0,2582.0,0.1533881574869156,0.8996704816818237,0.4721216559410095,0.9514549970626831,0.4519660770893097,722.0,379.0,0.5450180172920227,0.3860544264316559,21125.0,454.0,0.14256593585014343
0.917976975440979,0.6496431827545166,0.9443843364715576,0.6034443378448486,2114.0,1432.0,0.6532687544822693,0.5606816411018372,57515.0,2698.0,0.14657579362392426,0.9020429253578186,0.500503420829773,0.9392856955528259,0.48829424381256104,519.0,858.0,0.43366336822509766,0.5586734414100647,20646.0,657.0,0.14745110273361206
0.9228070974349976,0.6685174107551575,0.9453410506248474,0.6143631935119629,2036.0,1449.0,0.6570414304733276,0.5768911242485046,57498.0,2776.0,0.14118093252182007,0.8998078107833862,0.4919208288192749,0.9552469253540039,0.47868508100509644,710.0,305.0,0.6044098734855652,0.39625850319862366,21199.0,466.0,0.1402815729379654
0.9278775453567505,0.6849721670150757,0.9477564096450806,0.6294358968734741,1983.0,1348.0,0.6772803664207458,0.58790522813797,57599.0,2829.0,0.13655515015125275,0.9028685688972473,0.5051145553588867,0.9446207880973816,0.5039493441581726,538.0,718.0,0.47050148248672485,0.5425170063972473,20786.0,638.0,0.14250972867012024
0.9318574666976929,0.695909857749939,0.9479759931564331,0.638237476348877,1886.0,1431.0,0.6715630292892456,0.6080631613731384,57516.0,2926.0,0.13240927457809448,0.8922988772392273,0.4998411536216736,0.9567901492118835,0.43483269214630127,799.0,181.0,0.6756272315979004,0.3205782175064087,21323.0,377.0,0.1459832638502121
0.9362204074859619,0.7156267166137695,0.9520851969718933,0.6609698534011841,1834.0,1221.0,0.7092164754867554,0.6188694834709167,57726.0,2978.0,0.12752914428710938,0.9078459739685059,0.5114033818244934,0.9415785074234009,0.4986756443977356,517.0,808.0,0.4492160975933075,0.5603741407394409,20696.0,659.0,0.1410282999277115
0.9410464763641357,0.728572428226471,0.9523204565048218,0.667468786239624,1761.0,1279.0,0.7046189308166504,0.6340398788452148,57668.0,3051.0,0.1232256069779396,0.8987165093421936,0.49328142404556274,0.9527778029441833,0.49694690108299255,647.0,424.0,0.5550891757011414,0.44982993602752686,21080.0,529.0,0.149847611784935
0.9449789524078369,0.7482561469078064,0.9549239873886108,0.6865182518959045,1665.0,1209.0,0.7224518060684204,0.6539900302886963,57738.0,3147.0,0.11825155466794968,0.9069314002990723,0.5259562134742737,0.9390652775764465,0.4974544942378998,492.0,890.0,0.4345616400241852,0.581632673740387,20614.0,684.0,0.14424434304237366
0.949442446231842,0.7618353962898254,0.9562414884567261,0.6966071724891663,1609.0,1181.0,0.7306113243103027,0.6656275987625122,57766.0,3203.0,0.11412709206342697,0.9078680276870728,0.5280341506004333,0.9533068537712097,0.5227579474449158,596.0,463.0,0.5560882091522217,0.4931972920894623,21041.0,580.0,0.1404697299003601
