AUC,AUCPR,BinaryAccuracy,F1,FalseNegatives,FalsePositives,Precision,Recall,TrueNegatives,TruePositives,loss,val_AUC,val_AUCPR,val_BinaryAccuracy,val_F1,val_FalseNegatives,val_FalsePositives,val_Precision,val_Recall,val_TrueNegatives,val_TruePositives,val_loss
0.7488552331924438,0.19302423298358917,0.9211405515670776,0.05275055393576622,4672.0,356.0,0.2822580635547638,0.02909393236041069,58591.0,140.0,0.28293704986572266,0.8200863599777222,0.20813250541687012,0.9448412656784058,0.10193824023008347,1105.0,146.0,0.3271889388561249,0.060374148190021515,21358.0,71.0,0.21069946885108948
0.8380175828933716,0.3544628620147705,0.922756016254425,0.31301429867744446,3690.0,1235.0,0.4760288596153259,0.23316708207130432,57712.0,1122.0,0.22963158786296844,0.8543354272842407,0.3399769067764282,0.9488977193832397,0.29026323556900024,939.0,220.0,0.5185995697975159,0.2015306055545807,21284.0,237.0,0.18521614372730255
0.8725236058235168,0.4808093309402466,0.9305196404457092,0.45909643173217773,2932.0,1498.0,0.5565423369407654,0.3906899392604828,57449.0,1880.0,0.20032860338687897,0.877210795879364,0.41273579001426697,0.9457231163978577,0.42395877838134766,723.0,508.0,0.4713839888572693,0.3852040767669678,20996.0,453.0,0.17070484161376953
0.894287645816803,0.5651997327804565,0.9365736842155457,0.5317275524139404,2516.0,1528.0,0.6004183888435364,0.47714048624038696,57419.0,2296.0,0.1801864355802536,0.8945682048797607,0.47744235396385193,0.9347442388534546,0.47255873680114746,513.0,967.0,0.4067484736442566,0.5637755393981934,20537.0,663.0,0.16692109405994415
0.9101555347442627,0.6235848069190979,0.9419219493865967,0.5823840498924255,2230.0,1473.0,0.6367447376251221,0.5365752577781677,57474.0,2582.0,0.16434693336486816,0.8956643342971802,0.48632773756980896,0.9472222328186035,0.48736608028411865,607.0,590.0,0.4909404516220093,0.48384353518486023,20914.0,569.0,0.15598240494728088
0.9213049411773682,0.6714295744895935,0.9478191137313843,0.6276440024375916,2008.0,1319.0,0.6800873279571533,0.5827099084854126,57628.0,2804.0,0.15166446566581726,0.8930537700653076,0.4936671257019043,0.9529541730880737,0.46888992190361023,705.0,362.0,0.5654261708259583,0.40051019191741943,21142.0,471.0,0.15404489636421204
0.9336148500442505,0.7110322713851929,0.9513009786605835,0.6567164063453674,1842.0,1263.0,0.7016300559043884,0.6172069907188416,57684.0,2970.0,0.1402500718832016,0.8938236236572266,0.479669988155365,0.9494708776473999,0.46598315238952637,676.0,470.0,0.5154638886451721,0.42517006397247314,21034.0,500.0,0.15235944092273712
0.9455417990684509,0.7637978196144104,0.9569315910339355,0.6975104212760925,1646.0,1100.0,0.7421472072601318,0.6579384803771973,57847.0,3166.0,0.12739679217338562,0.8851014375686646,0.46543630957603455,0.9412257671356201,0.4570264220237732,615.0,718.0,0.43862393498420715,0.4770408272743225,20786.0,561.0,0.1643177568912506
